gene	M1F	M2F	M3F	M1M	M2M	M3M	E1F	E2F	E3F	E1M	E2M	E3M
FBgn0014469	6241.00	7359.49	7050.91	7587.17	7899.76	7710.24	6694.93	5845.03	5956.77	8704.14	6703.97	6833.03
FBgn0010198	58654.00	39194.89	39661.81	21618.29	22915.50	23445.84	43395.36	37497.52	35650.88	28419.33	23838.16	25012.16
FBgn0050145	8.00	13.93	8.20	16.33	10.30	2.33	13.18	10.63	23.94	14.57	10.94	15.99
FBgn0003495	1358.00	2246.60	2097.58	2550.05	2518.07	2638.94	2201.18	2118.94	2366.95	2541.18	2361.60	2578.75
FBgn0038834	63606.00	43670.69	42832.79	26509.59	26716.48	28701.55	46931.31	40968.38	40236.16	33740.46	27923.36	29938.86
FBgn0062565	22.00	8.12	7.03	11.67	13.11	11.67	19.33	19.94	15.96	20.18	13.13	22.98
FBgn0261270	685.00	675.37	503.89	507.44	527.21	566.07	604.56	451.97	556.58	567.20	504.49	512.55
FBgn0033038	1770.00	1234.70	1296.05	1233.03	1318.50	1231.35	1233.72	1302.74	1253.80	1410.15	1441.25	1312.85
FBgn0264307	4393.00	6440.42	6093.52	6354.14	7827.66	7378.76	6635.18	6428.60	6427.57	8653.70	8897.04	7465.48
FBgn0032018	1553.00	1590.96	1621.81	1944.62	1789.53	1803.26	1601.90	1456.94	1412.39	1614.16	1642.61	1657.55
FBgn0029762	4627.00	3570.66	3180.35	3997.73	3900.25	3518.98	3699.39	3029.53	3175.88	3942.37	3380.44	3712.76
FBgn0036654	1.00	2.32	1.17	3.50	2.81	12.84	2.64	5.32	7.98	8.97	6.57	4.00
FBgn0034137	864.00	801.86	696.07	622.93	655.50	654.77	663.43	712.52	775.02	762.24	781.36	784.32
FBgn0051717	1071.00	707.87	721.85	706.92	761.32	801.84	695.06	785.63	674.28	720.77	722.27	724.37
FBgn0032454	2194.00	1898.47	1853.84	2140.60	2064.84	2016.85	1926.14	1850.42	1745.54	2152.22	2213.86	2118.15
FBgn0034758	39.00	74.27	76.17	74.66	68.36	75.87	91.39	74.44	74.81	141.24	93.02	89.92
FBgn0033607	1226.00	1283.44	1219.88	1567.83	1470.20	1460.11	1199.45	1217.66	1099.19	1358.59	1356.99	1320.85
FBgn0020378	1140.00	2882.52	2706.93	2531.39	2490.92	2558.41	2749.50	2738.40	3172.89	2812.45	2861.72	2925.45
FBgn0051663	2495.00	2088.78	1981.57	4397.85	3329.03	3113.97	2192.39	1770.66	1759.50	2615.17	2286.09	2268.02
FBgn0033377	1561.00	1354.23	1394.48	1473.34	1420.57	1457.78	1358.49	1331.98	1263.77	1580.53	1477.37	1293.87
FBgn0038454	313.00	409.63	412.48	438.62	445.74	480.87	448.14	408.10	413.94	446.14	503.40	479.58
FBgn0030846	3.00	22.05	21.09	35.00	38.39	47.85	19.33	26.59	36.91	35.87	32.83	29.97
FBgn0030136	51972.00	38781.77	38083.35	24763.28	25966.40	27418.84	41772.37	36040.59	34522.76	30739.69	25908.66	26809.60
FBgn0036713	2654.00	1896.15	2190.15	2736.70	2680.08	3025.27	2480.61	2531.03	2502.60	3865.02	3641.99	3746.73
FBgn0015625	46.00	32.49	44.53	42.00	50.57	51.35	47.45	59.82	51.87	39.23	64.57	45.96
FBgn0030634	1715.00	1596.76	1626.50	2345.91	2302.69	2402.01	1695.04	1753.38	1881.19	2147.73	2471.04	2518.80
FBgn0015229	2142.00	4293.61	4066.26	4445.68	4507.06	4367.50	4432.24	4604.77	3986.81	4977.00	5178.45	4046.47
FBgn0263747	11.00	20.89	11.72	12.83	20.60	16.34	20.21	17.28	22.94	29.14	22.98	18.98
FBgn0035382	242.00	463.01	430.06	346.46	554.37	505.38	398.94	478.56	568.55	507.79	636.91	611.47
FBgn0031376	3486.00	2299.98	2228.82	2096.27	2311.12	2489.55	2318.05	2149.51	2374.93	2444.78	2236.85	2374.93
FBgn0037742	14.00	45.26	45.70	64.16	46.82	50.19	47.45	49.18	49.87	56.05	64.57	70.94
FBgn0051051	654.00	539.60	528.50	632.26	659.25	727.14	612.46	594.21	754.07	699.47	723.36	844.26
FBgn0039271	245.00	244.85	219.13	236.81	241.60	242.77	267.13	271.18	245.37	283.60	265.93	273.76
FBgn0031094	666.00	502.47	535.53	634.60	619.92	569.57	521.96	503.81	509.70	622.12	646.76	631.45
FBgn0029825	259.00	374.82	384.36	554.11	559.05	447.02	437.60	394.81	363.07	522.36	576.72	513.55
FBgn0028878	6.00	6.96	8.20	12.83	6.56	9.34	14.94	5.32	13.96	10.09	8.75	10.99
FBgn0262880	23.00	18.57	7.03	5.83	4.68	12.84	24.60	19.94	20.95	16.81	13.13	13.99
FBgn0027081	6128.00	4241.39	4320.54	4703.48	4739.30	4728.15	4426.09	4469.18	4042.67	4803.25	4769.16	4588.99
FBgn0085483	275.00	516.39	513.26	374.46	428.89	419.01	596.65	446.65	600.47	447.26	310.79	448.61
FBgn0261547	9875.00	10089.99	9429.73	11307.26	11168.86	10799.70	9439.16	9642.90	8985.03	10257.77	10350.33	9716.52
FBgn0039224	13.00	18.57	19.92	25.66	33.71	71.20	10.54	14.62	14.96	26.90	19.70	8.99
FBgn0264446	28.00	27.85	33.98	39.66	53.38	45.52	33.39	31.90	47.88	71.74	72.23	74.93
FBgn0034046	1846.00	3709.91	3738.14	3953.40	4511.74	4289.30	3639.64	3671.59	4308.99	4005.14	4126.78	4513.06
FBgn0011919	7.00	9.28	9.37	15.17	8.43	8.17	8.79	14.62	16.96	11.21	13.13	11.99
FBgn0029521	10.00	39.45	44.53	35.00	41.20	43.18	48.33	43.87	47.88	36.99	30.64	40.96
FBgn0040255	133.00	259.94	155.85	295.13	231.30	133.06	255.71	160.85	393.00	262.30	158.68	379.67
FBgn0001087	3072.00	6088.81	5961.11	6161.66	5781.55	5559.17	6107.95	6218.57	6138.31	6427.50	6633.93	6451.37
FBgn0037716	801.00	767.05	718.33	870.24	837.17	833.35	748.67	716.50	669.29	801.48	784.65	812.29
FBgn0052699	2808.00	5267.22	5025.99	5007.95	5294.60	5261.54	5094.79	5367.80	5281.50	5612.57	5912.76	5924.83
FBgn0033569	309.00	292.43	287.10	297.47	310.90	318.63	354.12	313.72	307.21	371.03	341.44	335.71
FBgn0262813	3.00	16.25	18.75	16.33	20.60	18.67	21.09	25.26	16.96	23.54	12.04	17.98
FBgn0038889	401.00	655.65	795.67	825.91	745.40	862.53	782.94	752.40	722.15	808.20	754.01	798.30
FBgn0031713	2083.00	1440.10	1502.29	1495.50	1561.97	1624.68	1414.73	1559.30	1451.29	1554.75	1637.14	1547.65
FBgn0036153	5.00	29.01	17.58	26.83	22.47	35.01	23.73	29.25	30.92	25.78	31.74	20.98
FBgn0085289	5.00	46.42	50.39	52.49	70.23	70.03	57.12	49.18	63.84	82.95	71.13	104.91
FBgn0039977	1691.00	3468.54	3406.51	3324.63	3724.20	3743.07	3398.87	3563.91	3665.63	3582.54	4121.31	3904.59
FBgn0005649	5548.00	8472.34	8392.66	8848.19	8873.66	8948.59	8337.25	8772.20	8587.05	9091.99	9606.18	9766.47
FBgn0262867	731.00	785.62	723.02	1019.55	1003.86	1076.12	802.27	828.17	775.02	988.67	1028.69	924.19
FBgn0263988	56.00	118.36	134.76	121.32	113.31	145.89	127.41	118.31	146.63	195.04	170.72	177.84
FBgn0035880	30427.00	23375.82	22699.55	27616.63	26815.75	24404.08	23958.17	23634.02	20444.74	28430.54	27899.28	26114.20
FBgn0039557	510.00	393.39	303.50	473.61	391.43	406.17	296.13	358.92	362.07	357.58	415.85	412.64
FBgn0034005	7.00	34.81	19.92	15.17	24.35	22.18	25.48	34.56	32.92	31.39	17.51	31.97
FBgn0030434	1628.00	1373.96	1339.40	1404.51	1444.92	1468.28	1406.82	1226.96	1353.54	1490.86	1468.61	1504.69
FBgn0032754	7.00	17.41	18.75	11.67	19.67	21.01	14.06	9.31	5.98	10.09	10.94	6.99
FBgn0038598	88.00	85.87	82.03	74.66	82.41	170.40	95.78	115.65	129.67	119.94	97.40	118.90
FBgn0002901	134.00	156.66	130.07	211.14	176.99	178.57	156.41	190.09	145.63	195.04	178.38	164.86
FBgn0051719	1802.00	2445.04	2354.21	2099.77	2346.71	2366.99	2393.62	2476.53	2487.64	2145.49	2318.92	2187.09
FBgn0040509	1.00	9.28	8.20	7.00	14.98	9.34	12.30	11.96	9.97	10.09	7.66	13.99
FBgn0030520	10650.00	11720.40	11094.90	12932.25	13333.90	11913.17	9930.36	11001.47	10064.28	10872.05	12768.84	11887.62
FBgn0033021	1692.00	3843.36	3756.89	4319.69	4434.02	4136.40	3726.63	4015.88	4043.66	4454.64	4675.05	4561.02
FBgn0032612	76.00	58.02	55.08	64.16	73.98	57.19	47.45	62.48	44.89	61.65	54.72	42.96
FBgn0054010	30.00	17.41	8.20	18.66	14.98	17.51	16.70	22.60	43.89	21.30	21.89	44.96
FBgn0036520	33.00	74.27	55.08	81.66	51.50	54.86	82.60	62.48	66.83	76.22	68.94	67.94
FBgn0029912	2446.00	1836.97	1887.82	2013.45	1956.21	1901.30	2060.59	1729.45	1703.65	2031.15	1957.79	1991.26
FBgn0033043	393.00	344.65	285.93	248.47	246.28	193.75	445.51	364.23	402.97	400.18	329.40	242.79
FBgn0263765	1.00	3.48	2.34	3.50	3.75	1.17	3.51	7.98	2.99	5.60	4.38	3.00
FBgn0050296	5479.00	9455.23	9733.23	10437.02	11014.35	12298.33	8918.96	10137.41	10876.20	10243.20	11805.81	12276.28
FBgn0036405	544.00	421.24	407.80	369.79	387.68	434.18	436.72	393.48	374.04	440.53	409.29	376.67
FBgn0085280	15.00	12.76	15.23	24.50	19.67	24.51	13.18	25.26	24.94	29.14	27.36	20.98
FBgn0038260	130.00	118.36	135.93	184.31	175.11	176.24	96.66	140.91	74.81	95.28	152.11	80.93
FBgn0027509	1372.00	1083.85	1028.87	1395.18	1357.83	1297.88	1048.31	1076.75	1036.35	1298.05	1266.16	1297.87
FBgn0036300	899.00	621.99	649.19	562.27	556.24	540.39	627.40	592.88	643.36	654.63	483.70	580.49
FBgn0053300	4.00	20.89	24.61	14.00	11.24	18.67	20.21	27.92	27.93	16.81	20.79	13.99
FBgn0263383	2.00	4.64	14.06	8.17	11.24	10.50	13.18	5.32	18.95	20.18	7.66	13.99
FBgn0030961	1133.00	1531.78	1557.36	2239.75	2037.68	2057.70	1501.72	1664.31	1593.93	1864.13	2074.88	2031.23
FBgn0005660	57.00	70.79	73.83	72.33	91.77	84.04	80.84	74.44	81.79	100.89	114.91	113.90
FBgn0040817	548.00	1360.03	1281.98	1286.69	1723.98	1762.41	1292.59	1261.53	1882.19	1301.42	1182.99	1897.34
FBgn0036991	234.00	602.27	598.81	705.76	606.81	584.75	627.40	647.38	603.46	680.41	679.59	700.39
FBgn0243516	1885.00	4154.36	3633.85	4575.16	4563.25	4436.36	4101.84	4023.86	3904.02	4869.39	4920.18	4731.87
FBgn0037223	28.00	46.42	41.01	24.50	31.84	33.85	52.72	45.20	49.87	19.06	31.74	31.97
FBgn0016792	523.00	606.91	632.79	677.76	677.04	665.28	681.00	623.45	615.43	672.57	714.61	639.44
FBgn0038166	1223.00	848.28	824.97	941.40	957.04	1036.44	917.38	778.98	805.94	1013.33	861.25	910.21
FBgn0039167	90.00	90.51	96.09	81.66	104.88	85.20	118.63	99.70	103.73	109.85	100.68	128.89
FBgn0086690	6808.00	9985.55	10061.35	9621.61	8599.28	9110.83	9809.98	11067.94	9868.78	9640.13	10912.83	10035.24
FBgn0026400	1493.00	1079.21	1117.93	1217.87	1114.36	1116.97	1135.30	1051.49	1100.19	1212.86	1165.48	1180.97
FBgn0034011	12.00	30.17	21.09	15.17	22.47	29.18	11.42	14.62	15.96	21.30	25.17	28.97
FBgn0001186	17024.00	19372.32	18861.80	24580.13	21842.34	21626.25	18812.42	20676.28	20044.77	20689.29	22283.09	20978.69
FBgn0032793	603.00	414.28	442.95	388.46	386.75	444.69	434.96	450.64	382.02	402.42	434.46	421.63
FBgn0003261	33726.00	42034.48	40750.44	42490.00	42565.64	42204.39	41807.52	42602.12	41252.56	43881.66	44224.75	42543.86
FBgn0038203	74.00	56.86	82.03	117.82	111.44	134.22	53.60	55.83	68.82	132.27	137.89	134.88
FBgn0030403	3111.00	2078.34	2140.94	2781.03	2694.12	2790.67	2193.27	2178.76	2062.73	2321.48	2307.98	2492.82
FBgn0038746	674.00	518.71	646.85	387.29	390.49	399.17	601.04	546.35	454.84	413.63	467.29	381.67
FBgn0041622	59.00	55.70	60.94	74.66	54.31	66.53	59.75	71.78	82.79	66.14	77.70	81.93
FBgn0037513	3018.00	2286.06	2132.73	1342.69	1370.00	1376.08	2366.38	2150.84	2030.81	1211.74	1215.82	1355.82
FBgn0039879	32.00	59.18	41.01	48.99	45.89	49.02	64.15	59.82	44.89	42.60	50.34	42.96
FBgn0038405	111.00	229.77	169.92	261.30	313.71	371.16	184.53	267.19	247.37	124.42	176.19	171.85
FBgn0031265	433.00	359.74	374.99	304.47	322.13	355.98	405.09	331.00	244.38	345.25	276.87	280.75
FBgn0031312	651.00	438.64	437.09	380.29	367.08	346.65	490.32	420.07	286.27	446.14	410.38	272.76
FBgn0032538	843.00	709.03	790.99	619.43	524.40	659.44	811.05	862.73	1068.27	390.09	395.06	537.53
FBgn0036046	4500.00	4524.54	4715.45	4598.49	5431.32	5273.21	4922.56	4774.93	5184.75	6387.15	5437.81	5951.80
FBgn0040078	1072.00	740.36	765.21	604.27	638.65	630.26	793.48	785.63	662.31	621.00	651.14	605.47
FBgn0032451	2965.00	2062.09	2077.66	2035.61	2209.05	2183.75	2173.94	2063.11	1987.92	2319.24	2034.39	2189.09
FBgn0004901	507.00	306.36	328.11	332.46	342.74	388.66	362.03	277.83	313.20	336.28	318.45	305.73
FBgn0037506	11.00	13.93	19.92	4.67	12.17	56.02	10.54	9.31	14.96	4.48	6.57	5.99
FBgn0031170	3585.00	6171.20	5883.77	7213.87	6518.52	6601.44	6180.88	6116.21	6157.26	6692.04	6968.80	6708.14
FBgn0015396	222.00	447.93	464.05	502.78	461.66	414.34	468.36	503.81	447.86	464.07	589.85	487.57
FBgn0038463	1892.00	1315.93	1388.62	1710.15	1672.47	1754.24	1463.06	1250.89	1243.82	1818.17	1356.99	1380.79
FBgn0086908	1499.00	1144.19	1242.14	1457.01	1339.10	1336.39	1189.78	1230.95	1110.16	1351.86	1352.61	1304.86
FBgn0040368	6.00	1.16	7.03	3.50	7.49	10.50	7.03	9.31	14.96	10.09	4.38	3.00
FBgn0037943	1992.00	1601.40	1683.92	1741.64	1732.40	1635.19	1693.28	1619.11	1546.05	1702.72	1741.11	1676.54
FBgn0033352	3252.00	4226.31	4077.97	4249.70	4144.66	4139.90	4243.32	4164.77	4192.28	4279.77	4219.80	4187.34
FBgn0035842	215.00	429.36	350.38	447.95	382.07	413.17	406.85	369.55	435.89	485.37	428.98	437.62
FBgn0001981	14.00	40.62	43.36	64.16	58.06	66.53	50.09	39.88	45.88	58.29	60.19	53.95
FBgn0035890	210.00	146.21	191.01	164.48	178.86	220.59	152.90	166.17	151.61	161.42	164.15	141.88
FBgn0262563	3632.00	2053.97	1944.07	1300.69	1517.96	1425.10	2344.41	1753.38	1997.89	1637.70	1477.37	1563.63
FBgn0016754	3320.00	4720.65	4749.43	5642.55	5295.54	5258.04	4749.46	4923.81	4752.85	5215.76	5435.62	5236.43
FBgn0032798	5835.00	4746.18	4815.06	6830.08	6324.68	6135.74	4761.76	4788.22	4670.06	5939.89	6041.89	6137.64
FBgn0050104	1536.00	1139.55	1597.21	1139.71	1271.68	1269.87	1385.73	1086.06	1167.02	1374.28	1084.50	973.15
FBgn0019940	22958.00	18120.21	17353.65	22860.66	25115.18	25655.27	16904.73	18236.97	17614.98	21864.04	22472.41	24469.64
FBgn0263773	4525.00	10882.57	10373.05	13562.18	12601.60	13163.19	10857.41	11220.81	11305.10	11018.89	11741.25	11447.01
FBgn0038424	1161.00	913.26	881.22	984.56	975.77	968.74	920.01	898.62	858.80	981.95	949.89	1023.11
FBgn0038369	860.00	699.74	655.05	834.08	789.41	824.01	766.24	899.95	798.96	866.49	896.27	857.25
FBgn0030587	124.00	129.97	108.98	52.49	44.95	47.85	113.35	146.23	185.53	33.63	35.02	56.95
FBgn0039537	2398.00	2129.40	1915.94	2048.44	2234.33	2152.24	2137.04	1928.85	1574.97	2390.98	1907.45	1898.34
FBgn0002989	174.00	175.23	173.43	230.97	206.02	214.76	173.99	136.92	149.62	179.35	168.53	191.83
FBgn0035111	1413.00	1976.22	2031.96	2273.58	2191.26	2152.24	2119.46	2033.86	1965.97	2237.41	2362.70	2133.14
FBgn0020249	6853.00	6442.74	6102.90	5653.05	5785.29	5894.14	6754.68	6570.84	7166.68	6544.08	6252.00	6621.22
FBgn0052056	2994.00	3022.94	2416.32	2893.02	3403.94	2818.68	2494.67	2424.68	2702.09	3005.25	2988.66	3019.36
FBgn0038811	613.00	401.51	461.70	382.62	368.02	420.18	431.45	470.58	357.09	382.24	426.80	367.68
FBgn0040068	2928.00	4291.29	4038.13	5193.43	4677.49	4672.13	4107.99	4307.00	4322.95	4742.72	4951.92	4979.65
FBgn0037202	836.00	638.24	609.35	521.44	496.31	536.89	654.64	604.84	591.49	609.79	574.53	585.49
FBgn0037288	22783.00	19874.79	18721.18	21477.14	22509.08	24290.86	19037.37	18404.47	19239.82	22752.95	21805.96	20566.05
FBgn0001085	328.00	805.34	746.46	933.23	1074.09	936.06	761.85	829.50	840.85	961.77	1072.46	991.13
FBgn0026430	913.00	1015.38	1012.46	1453.51	1281.04	1327.06	1116.85	1056.81	997.45	1384.37	1330.73	1303.86
FBgn0033110	525.00	1120.98	1006.60	989.22	1084.39	1107.63	984.16	1011.61	1346.56	1142.24	1017.74	1268.89
FBgn0013756	2312.00	2452.00	2290.93	2532.56	2277.41	2282.96	2343.53	2165.47	2116.59	2459.35	2503.87	2446.86
FBgn0037980	524.00	399.19	393.74	414.12	417.65	407.34	412.12	369.55	391.00	488.73	461.81	440.62
FBgn0030766	643.00	1080.37	1034.73	1136.21	1132.15	1028.27	1059.73	1112.64	1081.24	953.92	1091.06	964.16
FBgn0034542	4085.00	3607.80	3504.95	3738.76	3990.15	3758.24	3418.20	3498.78	3594.81	3569.09	3685.76	3754.72
FBgn0034434	880.00	1218.46	1162.46	1527.00	1429.94	1433.27	1115.09	1265.51	1286.71	1407.91	1548.50	1480.71
FBgn0030012	261.00	213.52	263.66	277.64	281.87	280.12	208.26	215.35	238.39	275.75	302.04	307.73
FBgn0034057	1480.00	1174.36	1201.13	1181.70	1264.19	1302.55	1181.87	1136.57	1207.91	1283.48	1312.12	1280.88
FBgn0263005	415.00	435.16	427.72	590.27	497.25	452.86	392.79	398.80	360.08	459.59	446.49	402.65
FBgn0039752	18.00	15.09	17.58	14.00	10.30	54.86	34.27	21.27	34.91	26.90	18.60	27.98
FBgn0085474	129.00	74.27	96.09	88.66	103.01	122.55	121.26	123.63	120.69	113.22	96.30	100.91
FBgn0034379	339.00	414.28	391.39	426.95	446.68	465.70	445.51	425.38	396.99	396.81	477.14	433.62
FBgn0034129	63.00	26.69	25.78	62.99	28.09	53.69	35.15	18.61	26.93	41.47	31.74	34.97
FBgn0028533	2.00	3.48	3.52	3.50	4.68	1.17	3.51	22.60	1.99	1.12	4.38	1.00
FBgn0028708	619.00	706.71	614.04	796.75	694.83	685.12	741.64	662.00	767.04	888.91	688.34	835.27
FBgn0036374	1054.00	2329.00	2428.03	2993.34	2671.65	2599.26	2503.46	2541.66	2345.01	2779.94	2873.76	2710.63
FBgn0036052	784.00	963.16	887.08	1005.56	1031.01	1078.45	913.86	959.77	1002.44	986.43	1012.27	1123.02
FBgn0260481	48.00	58.02	42.19	71.16	51.50	68.86	68.54	51.84	66.83	82.95	51.43	60.95
FBgn0035425	1820.00	1657.10	1596.03	1836.13	1885.98	1950.32	1597.50	1600.50	1589.94	1785.67	1885.56	1778.45
FBgn0027507	1039.00	1578.19	1630.02	1787.14	1759.56	1712.22	1630.90	1714.83	1551.04	1782.30	1806.77	1676.54
FBgn0037140	702.00	674.21	630.45	1018.39	943.93	895.21	670.46	614.15	559.57	625.49	653.33	593.48
FBgn0262598	24.00	58.02	57.42	74.66	59.93	68.86	64.15	63.81	57.85	63.89	50.34	61.95
FBgn0005355	1058.00	894.70	863.64	942.56	995.43	1043.44	918.26	757.71	851.82	896.76	856.87	1028.10
FBgn0040660	5290.00	3668.14	3879.93	3203.31	3077.12	3408.10	4087.78	2887.29	3844.17	3860.54	2923.00	3411.02
FBgn0040343	290.00	283.15	271.86	320.80	320.26	280.12	285.58	398.80	346.12	107.61	188.23	158.86
FBgn0037350	392.00	366.70	296.47	313.80	354.91	346.65	301.40	340.31	304.22	360.94	381.93	355.69
FBgn0036226	6.00	4.64	1.17	2.33	2.81	15.17	9.67	7.98	5.98	13.45	7.66	10.99
FBgn0033902	12219.00	9065.33	10189.08	8165.77	7055.10	7173.34	9551.64	9406.28	9352.10	8048.39	7878.20	7311.62
FBgn0037001	18841.00	13405.36	13082.33	14745.05	14790.99	15350.44	12951.39	13427.48	13845.61	13849.28	13483.45	14425.41
FBgn0030788	901.00	1129.10	1173.00	1068.55	1161.18	1190.50	1170.45	1183.10	1159.04	1146.73	1172.05	1171.98
FBgn0051643	727.00	529.16	585.92	484.11	455.11	479.70	580.83	517.11	542.61	535.81	482.61	502.56
FBgn0005612	2067.00	2739.79	2815.91	2620.05	2534.93	2497.72	2930.52	2757.01	2790.87	2645.43	2351.75	2610.72
FBgn0039004	612.00	471.14	471.08	529.61	486.95	458.69	467.48	475.90	444.86	469.68	457.44	405.65
FBgn0036279	5007.00	5983.21	5214.65	9489.79	8109.53	8244.79	5226.60	5007.56	4322.95	6769.39	6590.16	5415.27
FBgn0034142	4959.00	5136.09	4464.68	6492.95	6463.27	6583.93	4610.62	4017.21	4754.85	6132.69	5179.54	5488.21
FBgn0260817	578.00	456.05	473.42	575.10	565.61	610.42	463.96	473.24	439.88	598.58	590.95	595.48
FBgn0035856	7.00	12.76	12.89	18.66	16.86	18.67	12.30	13.29	23.94	15.69	17.51	20.98
FBgn0053177	584.00	686.98	671.46	531.94	498.18	554.40	644.10	679.28	838.86	604.19	577.82	643.44
FBgn0051721	438.00	1096.61	1003.09	1490.84	1501.10	1369.07	1035.13	1172.46	1094.20	1342.89	1413.90	1368.81
FBgn0051957	1077.00	724.11	745.28	556.44	683.60	664.11	739.00	658.01	774.02	742.07	667.55	621.46
FBgn0029148	1132.00	812.31	936.29	428.12	452.30	465.70	955.16	854.75	629.39	476.40	437.74	418.63
FBgn0035279	102.00	31.33	9.37	102.66	54.31	11.67	25.48	30.57	24.94	42.60	25.17	35.97
FBgn0029870	21117.00	21325.33	20545.72	19565.18	17641.50	16626.15	20387.95	20179.11	18532.63	17584.27	17906.80	17649.59
FBgn0038861	739.00	522.20	498.03	579.77	507.55	538.06	494.72	527.74	497.73	498.82	535.14	622.46
FBgn0034381	2571.00	1842.77	2187.81	2352.91	2339.21	2475.54	2989.39	2083.05	2641.25	3124.08	2349.56	3110.28
FBgn0028872	1.00	5.80	7.03	2.33	4.68	5.84	9.67	5.32	7.98	6.73	3.28	9.99
FBgn0259162	101.00	138.09	140.62	136.49	172.30	124.89	152.02	174.14	131.66	134.51	180.57	172.85
FBgn0032453	3609.00	2165.37	2409.29	2306.25	2380.42	2564.24	2508.73	2109.63	2334.03	2574.81	2255.45	2381.92
FBgn0033871	838.00	741.52	715.99	556.44	734.16	792.50	680.13	669.98	686.25	680.41	738.68	687.40
FBgn0051361	1359.00	2504.22	2390.54	3078.50	3245.68	2996.09	2285.54	2677.26	2576.41	3061.30	3446.10	3318.10
FBgn0035812	282.00	313.32	301.16	261.30	291.23	299.96	282.95	272.51	253.35	308.26	274.68	317.72
FBgn0263512	470.00	492.02	510.92	584.44	514.10	615.09	487.69	535.72	618.42	592.98	592.04	670.41
FBgn0034438	1682.00	2096.91	2015.55	1987.78	2327.98	2338.98	1983.26	1577.91	1564.00	2228.44	1866.96	2069.19
FBgn0040397	1742.00	3720.36	3502.60	4124.88	4225.19	3998.68	3694.12	3796.54	3651.67	3939.00	4414.60	3893.60
FBgn0036460	1194.00	858.72	909.34	614.77	710.75	703.80	967.47	880.01	700.21	677.05	714.61	629.45
FBgn0011474	775.00	1390.20	1273.78	1573.66	1529.20	1437.94	1277.65	1502.13	1326.61	1468.44	1664.50	1495.69
FBgn0085339	296.00	186.83	186.32	178.48	172.30	197.25	187.17	192.75	180.54	212.98	201.36	173.85
FBgn0035040	58.00	55.70	77.34	37.33	67.42	68.86	82.60	78.43	74.81	63.89	70.04	58.95
FBgn0036291	346.00	365.54	376.16	457.28	456.98	426.01	383.12	378.86	416.93	404.66	419.13	433.62
FBgn0000233	53.00	109.08	111.32	96.82	106.75	100.38	104.57	114.32	122.69	126.67	100.68	113.90
FBgn0260441	42007.00	31312.05	29623.90	14396.25	15028.84	15821.98	32816.50	28377.04	27306.21	19677.08	15153.42	16731.39
FBgn0036629	172.00	164.78	179.29	152.82	138.59	158.73	164.32	160.85	127.67	145.72	164.15	142.88
FBgn0037560	705.00	783.29	855.44	921.57	995.43	1025.93	753.06	930.53	968.52	789.15	954.27	968.15
FBgn0034474	10143.00	6000.62	6222.43	7451.85	6181.41	6034.20	8295.95	8360.11	10052.31	6724.55	8118.96	7809.18
FBgn0034408	1879.00	3651.89	3530.73	4604.33	4477.09	4148.07	3478.83	3906.88	3763.38	3480.54	4032.67	3733.74
FBgn0037305	1183.00	816.95	874.19	880.74	861.52	845.02	868.17	826.84	856.81	869.85	824.04	841.27
FBgn0025681	5514.00	6070.24	6012.67	6845.25	6069.97	6176.59	5949.78	6359.48	6438.54	6474.58	6545.29	6853.02
FBgn0038224	13229.00	11071.72	10983.58	11455.41	11613.66	12384.70	11744.91	12584.69	14370.27	11966.09	11365.89	12108.43
FBgn0032416	44.00	47.58	46.87	92.16	82.41	65.36	39.54	30.57	42.89	48.20	61.28	57.95
FBgn0260388	1322.00	1313.61	1413.23	1495.50	1448.66	1546.48	1334.77	1280.14	1196.94	1381.00	1392.01	1454.73
FBgn0029704	1256.00	670.73	926.92	655.59	577.78	573.07	875.20	822.85	592.49	756.64	681.78	620.46
FBgn0035355	238.00	207.72	157.03	261.30	254.71	268.45	249.56	228.64	222.43	314.99	245.13	283.75
FBgn0034259	2622.00	1577.03	1846.81	1388.18	1453.35	1510.30	1765.34	1734.77	1685.69	1627.61	1538.65	1478.71
FBgn0036356	332.00	215.84	236.71	213.48	223.81	242.77	213.53	218.01	243.38	249.97	246.23	246.78
FBgn0002733	539.00	461.85	417.17	502.78	502.87	531.06	504.38	522.42	540.62	459.59	442.12	413.64
FBgn0037648	1945.00	1586.32	1578.46	1614.49	1758.62	1852.28	1507.88	1645.70	1507.15	1701.60	1870.24	1792.44
FBgn0030884	834.00	611.55	594.12	775.75	727.61	685.12	593.13	628.77	583.51	729.74	642.38	642.44
FBgn0029667	39.00	39.45	44.53	50.16	40.27	51.35	50.97	42.54	61.84	51.56	35.02	59.95
FBgn0004597	575.00	434.00	509.75	514.44	534.70	601.09	591.38	510.46	620.41	637.82	527.48	643.44
FBgn0261268	2513.00	4991.04	4834.98	6228.15	6076.53	5971.17	5036.80	5221.58	4847.61	5759.42	6010.15	5733.99
FBgn0264602	19.00	25.53	14.06	31.50	21.54	16.34	21.09	27.92	40.90	11.21	38.30	30.97
FBgn0013813	135.00	222.80	215.62	170.31	211.63	211.26	199.47	120.97	139.64	178.23	136.79	132.88
FBgn0034493	169.00	116.04	159.37	86.32	53.38	52.52	116.87	139.58	85.78	76.22	90.83	88.92
FBgn0020388	2587.00	2245.44	2188.98	2281.75	2279.28	2201.26	2278.51	2193.38	2096.64	2322.60	2324.39	2294.00
