gene	M1F	M2F	M3F	M1M	M2M	M3M	E1F	E2F	E3F	E1M	E2M	E3M
FBgn0051908	2038.00	1990.15	1987.43	1882.79	1960.89	2020.35	2157.25	1951.45	1905.13	2084.96	1899.79	2023.23
FBgn0004197	55.00	74.27	62.11	75.83	83.34	100.38	58.87	65.14	69.82	89.68	73.32	63.94
FBgn0025558	493.00	351.61	346.86	349.96	372.70	415.51	384.00	370.88	434.89	415.87	455.25	481.58
FBgn0037622	1017.00	922.55	875.36	993.89	966.40	971.07	873.44	945.15	998.45	1073.87	1105.29	1114.03
FBgn0050379	7.00	4.64	7.03	12.83	6.56	7.00	7.03	6.65	5.98	5.60	7.66	11.99
FBgn0040388	376.00	349.29	310.54	353.46	340.86	339.64	389.27	332.33	312.20	399.06	391.78	420.63
FBgn0038581	1508.00	1483.04	1485.88	1993.61	2003.03	1904.80	1444.61	1600.50	1447.30	1887.67	1977.48	1970.28
FBgn0259736	5282.00	8822.80	7353.24	7077.39	6727.35	6347.00	7444.48	7477.44	6477.44	6939.77	7037.75	6676.17
FBgn0035468	180.00	197.27	137.10	178.48	190.10	192.58	202.98	128.94	180.54	175.99	152.11	182.84
FBgn0038330	2015.00	1566.59	1630.02	2063.61	2135.07	2099.71	1645.83	1765.34	1813.37	2102.89	2245.60	2148.12
FBgn0051159	339.00	341.17	355.06	376.79	347.42	322.14	359.39	350.94	323.17	360.94	349.10	401.65
FBgn0050095	4.00	5.80	9.37	4.67	3.75	5.84	3.51	5.32	6.98	12.33	9.85	5.00
FBgn0039718	10.00	4.64	8.20	3.50	9.36	12.84	12.30	7.98	5.98	6.73	4.38	3.00
FBgn0052392	1017.00	923.71	850.75	897.07	845.60	975.74	975.37	860.07	952.57	1040.24	1092.16	1020.11
FBgn0027363	4834.00	4939.98	5048.25	5636.71	5580.22	5535.82	5072.82	4874.62	4868.56	5510.57	5511.13	5660.06
FBgn0036184	359.00	266.90	275.38	307.97	303.40	322.14	301.40	301.76	299.24	359.82	328.30	285.75
FBgn0004811	1340.00	1279.96	1274.95	1191.04	1269.81	1223.18	1331.25	1286.78	1273.74	1388.85	1283.67	1301.86
FBgn0035761	9.00	15.09	10.55	17.50	11.24	15.17	14.94	6.65	12.97	15.69	16.42	7.99
FBgn0038921	25.00	18.57	18.75	29.16	18.73	82.87	24.60	14.62	30.92	32.51	32.83	30.97
FBgn0038309	1871.00	1631.57	1447.21	1647.15	1642.51	1712.22	1570.26	1397.12	1964.98	1973.99	1707.18	2060.20
FBgn0260858	2838.00	2536.71	2470.22	2560.55	2547.10	2561.91	2596.60	2678.58	2578.41	2742.95	2778.55	2509.81
FBgn0033846	1487.00	1266.04	1219.88	1394.01	1340.04	1266.36	1259.20	1378.51	1337.58	1494.22	1419.37	1417.76
FBgn0030390	5.00	2.32	3.52	7.00	5.62	4.67	3.51	5.32	3.99	3.36	4.38	5.99
FBgn0035294	578.00	628.96	527.32	622.93	670.49	585.91	526.35	578.26	632.38	626.61	601.89	730.36
FBgn0002780	3501.00	5241.69	5103.33	3433.12	4071.62	3485.13	4831.18	5422.31	3568.88	3581.42	3689.04	3351.07
FBgn0031652	1154.00	812.31	864.81	824.74	862.46	831.02	918.26	945.15	966.53	994.28	899.55	915.20
FBgn0263484	13.00	17.41	8.20	8.17	15.92	14.01	16.70	10.63	9.97	13.45	13.13	16.99
FBgn0259954	6.00	5.80	4.69	3.50	5.62	7.00	7.03	3.99	5.98	6.73	3.28	3.00
FBgn0260861	564.00	410.79	446.47	429.29	455.11	440.02	468.36	436.02	513.69	480.89	454.15	523.54
FBgn0264325	1793.00	1217.30	1292.53	1460.51	1372.81	1476.45	1390.13	1479.54	1437.33	1440.42	1552.88	1527.67
FBgn0040294	573.00	729.91	785.13	807.24	778.18	731.81	714.40	721.82	649.34	807.08	790.12	783.32
FBgn0035852	10.00	13.93	11.72	11.67	6.56	33.85	7.03	9.31	23.94	14.57	13.13	9.99
FBgn0035360	46.00	60.34	30.47	39.66	47.76	32.68	41.30	51.84	41.89	60.53	55.81	37.97
FBgn0015035	1069.00	839.00	1435.49	341.80	465.41	492.54	1495.57	1003.64	686.25	600.83	504.49	351.69
FBgn0026207	674.00	517.55	605.84	582.10	579.65	592.92	615.98	615.48	567.55	610.92	615.02	537.53
FBgn0034931	279.00	246.01	230.85	204.14	220.06	234.60	260.98	247.25	246.37	245.49	202.45	255.78
FBgn0036920	1595.00	1194.09	1120.27	1210.87	1278.23	1310.72	1248.65	1306.72	1357.53	1255.46	1331.82	1310.86
FBgn0034636	1453.00	1337.98	1394.48	1721.81	1967.45	2000.51	1326.86	1419.72	1447.30	1637.70	1927.14	1773.45
FBgn0263002	2.00	8.12	8.20	9.33	14.05	22.18	7.91	3.99	9.97	11.21	9.85	8.99
FBgn0033412	3.00	15.09	8.20	11.67	8.43	11.67	6.15	6.65	12.97	6.73	13.13	14.99
FBgn0030629	1357.00	1158.12	1242.14	988.06	958.91	1007.26	1242.50	1245.58	1269.75	1127.67	1051.67	1070.07
FBgn0263133	1388.00	1165.08	1191.75	1508.33	1491.74	1450.78	1289.08	1281.47	1180.98	1447.14	1420.46	1383.79
FBgn0042178	908.00	534.96	625.76	558.77	430.76	443.52	708.24	665.99	678.27	533.57	536.23	539.53
FBgn0030770	18.00	15.09	19.92	15.17	13.11	15.17	15.82	19.94	17.95	8.97	6.57	20.98
FBgn0053509	49.00	54.54	58.59	68.83	58.06	47.85	47.45	45.20	64.83	115.46	96.30	68.94
FBgn0039050	38.00	49.90	56.25	50.16	41.20	36.18	72.05	37.22	34.91	59.41	25.17	23.98
FBgn0035439	178.00	371.34	253.12	176.15	344.61	283.62	384.88	249.91	178.54	282.48	233.10	176.85
FBgn0003463	2478.00	4365.56	3861.18	5479.23	5102.63	4779.51	3678.30	3614.43	3523.00	3933.40	4480.26	4459.11
FBgn0034231	368.00	270.38	276.55	256.64	300.60	334.97	347.09	285.80	281.28	325.07	296.57	302.74
FBgn0033851	132.00	106.76	97.26	95.66	104.88	108.55	119.51	102.36	111.71	124.42	137.89	134.88
FBgn0029944	315.00	509.43	496.86	545.94	556.24	507.71	477.14	405.44	438.88	507.79	509.97	548.52
FBgn0034299	218.00	140.41	162.88	145.82	152.64	129.55	174.86	190.09	156.60	160.30	160.87	166.85
FBgn0083974	24.00	39.45	23.44	28.00	28.09	35.01	28.12	25.26	31.92	50.44	26.26	28.97
FBgn0053218	15.00	22.05	12.89	8.17	5.62	12.84	14.94	17.28	14.96	15.69	5.47	7.99
FBgn0038692	290.00	242.53	222.65	248.47	232.24	218.26	250.43	253.90	252.35	257.82	241.85	266.77
FBgn0039696	753.00	791.42	826.14	894.74	905.53	925.56	828.63	780.31	760.06	920.30	922.53	794.31
FBgn0038363	1134.00	792.58	843.72	813.08	823.13	926.72	818.08	907.93	1044.33	855.28	830.61	925.19
FBgn0010434	9089.00	13698.95	13184.28	16603.34	15387.50	15171.87	12125.39	12082.21	11930.51	13153.17	13585.22	13562.16
FBgn0029795	15.00	20.89	17.58	23.33	30.90	17.51	17.57	17.28	17.95	32.51	33.92	27.98
FBgn0262532	11.00	15.09	9.37	5.83	6.56	9.34	11.42	14.62	4.99	6.73	21.89	5.00
FBgn0039806	38.00	104.44	85.54	113.15	84.28	107.38	100.17	81.09	59.85	70.62	76.60	43.96
FBgn0037749	1152.00	803.02	800.36	972.89	870.88	883.54	1023.70	737.77	979.50	1248.73	786.84	1094.04
FBgn0000370	53702.00	53059.78	54906.17	51398.85	59391.50	59676.72	54829.20	51767.80	55077.22	56384.68	56230.83	59800.79
FBgn0263109	14.00	33.65	43.36	28.00	39.33	35.01	21.09	19.94	50.87	19.06	37.21	40.96
FBgn0052675	6010.00	6629.57	6741.55	7411.02	7000.79	7160.51	6234.49	6594.77	6554.25	7137.06	7464.54	7366.57
FBgn0031674	1.00	5.80	9.37	11.67	4.68	2.33	5.27	3.99	6.98	4.48	5.47	7.99
FBgn0039316	856.00	818.11	1756.58	971.73	962.65	980.41	1093.12	943.82	922.64	955.05	1075.74	1051.08
FBgn0013576	13817.00	32993.52	32580.43	38586.76	37232.65	37777.36	32467.65	35486.26	37253.78	38144.66	41133.22	40244.87
FBgn0262468	3551.00	8381.83	8540.31	10006.57	10307.34	9899.82	8712.46	9258.73	9756.06	10042.55	10403.96	10831.54
FBgn0003638	11061.00	26052.95	26928.69	26097.80	23556.02	24171.81	29724.30	28956.63	29054.74	33823.41	32355.46	32067.01
FBgn0030758	3994.00	9665.27	9406.29	11131.11	11691.39	10905.91	9821.40	10456.45	10083.23	11806.92	12919.86	11541.92
FBgn0005536	5527.00	13649.05	12617.11	14971.36	14034.35	13681.41	12811.67	14147.98	13113.48	13950.17	15539.73	14303.51
FBgn0027556	4317.00	10922.02	9750.81	10967.80	10855.15	10071.39	10056.90	9613.66	10110.16	10588.45	11265.21	10592.75
FBgn0004587	12041.00	29168.72	29477.42	27643.46	27919.80	28099.30	31866.61	31084.87	32538.83	34575.57	33366.64	33701.58
FBgn0261788	31109.00	74402.52	76169.05	102200.44	95824.44	91997.62	81821.58	86280.99	85422.66	101419.79	105438.14	102461.55
FBgn0020440	1455.00	3538.17	3578.77	4455.01	4308.54	4239.11	3818.90	3720.77	3789.31	4345.91	4395.99	4481.09
FBgn0032010	3717.00	9389.09	8648.12	9686.94	9168.63	9250.88	8246.74	8172.67	8626.95	10064.97	9370.89	10075.20
FBgn0034180	4084.00	10052.86	9740.26	11173.11	10333.56	10261.64	10259.00	11255.37	10952.01	10863.08	11675.59	11308.13
FBgn0085421	4790.00	11689.07	11305.83	15025.02	15251.71	14444.73	12113.09	13706.64	14270.52	14438.90	16105.50	15333.61
FBgn0000546	1628.00	3987.26	3993.60	4400.18	4454.62	4407.18	4080.75	4525.01	4411.72	4528.62	4787.77	4532.04
FBgn0004607	1864.00	4487.41	4513.89	5375.41	5716.93	5373.59	4642.25	5212.27	5162.80	5362.60	6269.51	5760.97
FBgn0030412	9402.00	23606.75	22561.27	30048.87	28934.90	28142.48	24045.17	24985.94	26501.26	29411.37	31890.36	30816.10
FBgn0052694	1307.00	3159.87	3211.99	3529.95	3296.25	3455.95	3286.40	3101.31	3418.26	4046.61	3452.66	3885.61
FBgn0261403	3862.00	9618.85	9339.50	12450.47	12476.12	11545.51	9933.88	10510.95	9574.53	11135.47	12533.56	11478.98
FBgn0261854	4290.00	10347.61	10620.31	12666.28	13173.76	12920.42	10173.77	11716.65	11335.03	12561.32	14432.25	13255.43
FBgn0031857	1718.00	4437.51	4036.96	3602.27	3797.24	3671.87	4107.99	4277.76	4088.55	3779.83	4004.22	3617.84
FBgn0038237	2497.00	6399.81	5818.14	7928.96	7579.50	7136.00	6221.30	6735.68	6712.84	7237.95	8222.92	7617.35
FBgn0041203	1707.00	4236.75	4246.72	4350.02	4046.33	4082.71	4357.55	4685.86	4638.14	4445.67	4647.69	4485.08
FBgn0261239	957.00	2428.79	2294.45	2618.88	2671.65	2515.22	2381.32	2548.31	2561.45	2602.84	2981.00	2776.58
FBgn0013342	21110.00	54864.26	48373.20	79356.12	75519.72	66788.21	54662.24	58270.84	58446.61	68109.77	70548.17	68042.60
FBgn0259244	2291.00	5854.40	5465.42	8243.93	7979.36	7810.61	5504.27	5907.51	6062.50	6148.39	7085.90	6734.12
FBgn0004366	3418.00	8690.51	8465.31	10168.72	10797.09	10092.40	9606.99	9903.45	10181.97	11207.21	11104.34	11165.25
FBgn0015024	12508.00	31302.76	30424.26	31932.83	34281.01	30738.24	28946.64	32370.33	31473.55	29327.30	32627.95	33359.88
FBgn0051092	2614.00	6688.75	6306.80	8462.07	8351.13	7783.77	6548.19	6960.33	6935.27	7376.94	8336.73	7842.15
FBgn0062978	5985.00	14633.10	14513.13	19490.53	20269.13	20640.00	16592.78	18466.95	21124.01	19226.46	21213.92	20905.75
FBgn0005775	2870.00	7067.06	6918.49	9250.65	9215.45	8194.61	6612.33	7748.62	7541.72	8133.58	9508.78	9018.13
FBgn0031318	3405.00	8424.77	8184.07	7889.30	8256.55	7941.33	8001.58	8627.30	9632.38	9239.95	10325.16	11067.34
FBgn0261553	2246.00	5448.25	5355.27	7953.46	6620.59	6761.34	5229.23	5331.91	4365.84	6075.52	6695.21	6278.52
FBgn0030276	1904.00	4742.70	4580.69	5499.06	4972.47	4605.60	4426.09	4357.52	3784.33	4568.97	4663.01	4437.13
FBgn0034335	17309.00	7981.48	8113.76	10572.34	7966.25	7689.23	10851.26	9821.03	11646.23	10226.39	9657.61	11382.06
FBgn0032600	2935.00	7718.06	7135.28	7799.48	7990.60	7435.96	7656.25	7874.91	8101.29	8413.82	8337.83	8109.92
FBgn0030812	2044.00	5184.83	5145.51	5831.53	5683.22	5395.77	5061.40	5250.82	5045.10	5462.37	6063.78	5577.13
FBgn0037466	2257.00	5813.78	5468.94	5644.88	5717.87	5666.55	6120.25	5722.73	6670.95	6894.94	6118.49	6856.01
FBgn0263220	3966.00	9833.54	9921.90	12942.75	11288.72	10961.94	9849.52	10510.95	9291.25	11016.65	11860.53	11136.28
FBgn0004390	1181.00	2996.25	2897.94	3519.45	3327.15	3111.64	3433.14	3466.87	3074.14	3969.27	4008.59	3524.92
FBgn0039924	3070.00	7690.21	7693.07	8947.35	9431.77	8899.57	7752.91	8614.01	8995.01	8930.57	10318.60	9993.28
FBgn0008654	1143.00	2941.71	2852.24	3162.49	3040.60	3222.52	3041.23	3329.95	3175.88	3376.29	3726.25	3386.04
FBgn0013467	7178.00	18253.66	17018.51	24415.65	25968.27	24876.78	18369.54	22155.82	22326.93	23574.61	28400.49	26051.26
FBgn0053202	959.00	2452.00	2375.30	3190.48	3106.15	2892.21	2521.91	2730.43	2490.63	2848.32	3331.19	3126.27
FBgn0085436	5854.00	15325.88	14651.41	16132.06	15063.49	14588.29	14721.12	14755.48	15029.58	15457.84	15756.41	15728.27
FBgn0031065	838.00	2157.25	2085.86	3066.83	2929.17	2821.02	2175.70	2396.77	2324.06	2588.26	2951.45	2740.61
FBgn0020224	1490.00	3893.26	3766.27	4357.02	4247.67	4251.95	4005.18	4144.83	3924.97	4576.82	4780.11	4638.95
FBgn0085446	7274.00	19314.30	17927.85	19081.07	18021.69	17761.79	18506.62	18526.77	19313.63	17048.46	17337.74	18098.20
FBgn0003301	4360.00	11243.47	10958.97	14830.20	13086.68	13053.48	12143.85	12312.18	12103.06	14139.61	15051.65	13835.92
FBgn0250830	1543.00	4031.35	3894.00	4499.34	4690.60	4507.56	4690.58	4643.32	4655.10	5737.00	5635.89	5240.43
FBgn0259150	1796.00	4516.42	4306.48	7648.99	6614.04	5920.99	4528.02	4967.68	4858.58	5573.34	6517.93	5786.95
FBgn0260944	1733.00	4415.46	4451.79	3976.73	4295.43	4378.00	4958.59	4991.61	5379.25	5512.81	5073.39	5235.43
FBgn0053208	4663.00	11895.63	11333.95	15254.82	11907.70	12808.38	11314.34	11753.87	10861.24	13324.68	13944.17	12630.97
FBgn0259222	3911.00	10274.50	9906.66	11551.06	12160.54	12263.32	10541.95	11288.61	11513.57	12488.45	13128.88	12667.94
FBgn0004865	791.00	2065.58	1975.71	2774.03	2731.58	2545.57	2215.24	2299.73	2518.56	2981.72	3091.53	2814.54
FBgn0039889	1520.00	3885.14	3804.94	4277.70	4686.86	4600.93	4135.23	4527.67	4947.35	4684.43	5274.75	5116.53
FBgn0034330	2422.00	1165.08	1189.41	743.09	827.81	926.72	1376.95	1027.57	1036.35	976.34	667.55	793.31
FBgn0001169	550.00	1413.41	1424.95	1479.17	1540.44	1425.10	1396.28	1370.53	1295.69	1481.89	1515.67	1463.72
FBgn0028879	1786.00	4615.05	4600.61	6191.99	5722.55	5911.65	4619.41	4720.42	4890.50	5917.47	6514.65	5983.78
FBgn0035526	3112.00	8386.47	7751.67	8438.74	8676.07	8247.13	9156.21	8950.33	9530.64	9989.87	9916.97	10327.98
FBgn0050463	936.00	2453.16	2337.80	3258.14	2938.53	2901.55	2522.79	2641.36	2846.72	2894.28	3147.34	3081.31
FBgn0020309	4599.00	11759.86	12198.77	13786.15	13391.95	13125.84	11853.87	12252.36	11988.36	13342.61	14103.94	13252.43
FBgn0259225	3577.00	9155.84	9333.64	11593.06	11579.02	10936.26	9239.69	9906.11	9886.73	10596.30	11919.63	11559.91
FBgn0037396	2224.00	992.17	1064.02	711.59	788.48	1066.78	901.56	872.04	844.84	715.16	674.12	759.34
FBgn0051760	1168.00	2983.48	3013.95	4547.17	4140.91	4076.88	2786.41	3072.06	2983.37	3527.62	3933.08	3967.54
FBgn0031561	30434.00	15235.37	16089.25	8280.09	9087.16	10581.44	19175.33	13426.16	14193.72	11820.37	7448.13	8244.80
FBgn0001624	6632.00	17904.37	16409.16	19986.30	19593.03	17995.22	17650.75	18619.82	18369.05	19386.75	20738.97	19787.73
FBgn0034072	2140.00	5513.23	5463.08	6275.98	6449.23	6372.68	5426.95	5912.83	6331.82	5927.56	6791.52	6628.21
FBgn0036534	2979.00	7990.76	7621.59	8908.85	8870.85	8697.65	7864.50	8159.38	8031.47	8783.73	9506.59	9182.98
FBgn0024913	1941.00	5025.85	5078.72	6536.12	6509.16	5980.51	5561.39	5888.90	5899.92	6678.59	7462.35	7141.77
FBgn0003870	1814.00	4610.41	4924.04	5193.43	5085.78	5045.62	5177.39	5093.96	5171.78	5474.70	5454.23	5267.40
FBgn0035086	885.00	2313.91	2260.46	3233.64	3140.80	2881.71	2260.93	2433.99	2249.25	2862.89	3221.76	2860.50
FBgn0013770	27473.00	12985.28	14172.13	18654.12	11656.74	11898.00	17713.14	14294.20	17272.85	14908.58	12590.46	15017.89
FBgn0051530	893.00	2391.66	2249.92	2694.70	2657.60	2584.08	2852.31	2862.03	3113.04	3453.63	2978.81	3243.17
FBgn0039282	1374.00	3722.68	3352.61	5272.75	4730.87	4392.01	3784.63	3914.85	3991.80	4636.23	5135.77	4996.64
FBgn0250754	621.00	1669.87	1590.18	1860.63	1695.88	1763.57	1625.62	1684.25	1625.84	1968.38	2089.11	2017.24
FBgn0262475	1066.00	2873.24	2702.24	3218.48	3130.50	3034.61	3081.65	3111.94	3448.19	3341.54	3586.17	3421.01
FBgn0027932	3769.00	9864.87	9774.25	6959.57	7447.47	7370.59	10253.73	9222.84	8685.80	6906.15	7268.65	6742.11
FBgn0029887	1049.00	2855.83	2585.06	2856.85	2677.27	2452.20	2442.83	2691.88	2668.18	2403.31	2504.96	2448.86
FBgn0044826	1007.00	2732.83	2587.40	2988.67	2843.95	2858.37	2595.73	2648.01	2651.22	2861.77	3034.62	3034.35
FBgn0000567	923.00	2434.59	2458.50	2572.22	2565.83	2571.25	2549.15	2573.57	2647.23	2913.34	2781.83	2783.57
FBgn0050011	11681.00	31183.24	29352.04	38863.23	35141.59	33223.11	30691.77	29536.21	26984.03	33994.92	31724.02	31059.88
FBgn0045761	934.00	2491.46	2312.02	2054.27	2124.77	1875.62	2571.12	2334.29	2528.54	2301.30	1934.81	2240.04
FBgn0025833	1440.00	3735.44	3727.60	4474.84	4398.43	4404.85	3743.33	4333.59	4567.33	4282.01	4774.64	4715.88
FBgn0260660	2101.00	5650.16	5377.53	7027.23	6616.85	6474.22	5369.83	5674.88	5795.19	6294.11	7076.05	6917.96
FBgn0028991	853.00	2214.11	2139.76	3014.34	2645.43	2648.28	2373.41	2386.13	2100.63	2810.21	3122.17	2539.78
FBgn0000635	1509.00	4032.52	3693.61	5657.71	5059.56	4585.76	3691.48	3727.42	3382.35	3891.92	4438.67	4339.21
FBgn0034070	2044.00	5507.43	5206.45	7506.68	6652.43	6803.36	5218.69	5361.16	4950.35	6097.94	6622.99	6000.76
FBgn0028888	1031.00	2766.48	2601.47	3420.29	3476.05	3266.87	2642.30	2924.51	3151.94	3230.57	3672.63	3551.90
FBgn0039590	1400.00	3839.88	3564.71	5068.61	4723.38	4835.53	3976.19	4078.36	3913.00	4503.96	5002.26	4585.00
FBgn0264542	2675.00	6984.66	7009.90	8050.28	7858.56	7606.36	7102.66	8039.74	7639.47	7732.28	9189.23	8409.66
FBgn0264442	1221.00	3190.04	3160.43	4834.14	4410.61	4188.93	3168.65	3481.50	3092.10	3496.23	4099.42	3800.68
FBgn0082582	7403.00	20184.63	18371.97	21817.77	22535.30	21320.45	19355.46	22558.60	22981.26	20396.73	22778.83	22822.08
FBgn0026086	4584.00	11547.50	12101.50	14319.26	15263.89	15111.18	12692.16	14622.55	15652.99	14945.57	17669.33	17132.04
FBgn0005634	4068.00	11145.99	10612.11	12390.97	11814.06	11543.18	10700.12	10731.62	10833.31	11755.36	12355.18	11753.74
FBgn0037445	762.00	2098.07	1822.20	2471.90	2305.50	2058.86	1842.67	1809.21	1612.88	1908.97	2120.84	1959.29
FBgn0087002	77685.00	189126.71	189544.92	150993.25	147787.20	139626.95	159726.72	130411.84	115847.89	126305.90	94703.69	101832.10
FBgn0014011	888.00	2356.85	2335.46	2604.88	2276.47	2203.59	2236.33	2198.70	2117.59	2197.05	2240.13	2202.08
FBgn0001123	2421.00	6513.53	6439.21	7432.02	7936.28	7600.52	6721.29	7102.57	7218.55	7769.27	8329.07	7944.06
FBgn0051221	13223.00	33089.84	34345.21	36279.35	40041.95	37880.07	34045.83	38473.25	44156.14	40258.76	46575.41	48389.76
FBgn0033636	2713.00	7302.62	7196.22	8603.22	8147.92	8052.21	7266.10	7428.25	7157.70	8825.20	9311.80	8318.74
FBgn0026620	5224.00	14953.38	12648.75	14853.54	15855.71	14012.88	15058.54	14949.56	14859.02	16152.83	16392.22	16092.95
FBgn0026427	789.00	2105.03	2128.05	2291.08	2265.24	2181.42	2228.42	2253.20	2202.37	2527.73	2711.79	2485.83
FBgn0086757	643.00	1741.81	1715.56	2055.44	1987.11	1895.46	2058.83	1959.42	2019.84	2432.45	2423.98	2405.90
FBgn0061200	1759.00	4787.96	4530.30	4947.29	4309.47	4413.02	4634.34	4838.73	4345.89	4960.18	5065.73	4733.87
FBgn0033017	842.00	2255.89	2265.15	2447.40	2568.64	2454.53	2605.39	2398.10	2562.45	2846.08	2769.79	2659.68
FBgn0028953	1868.00	5037.45	5014.27	5826.86	5814.32	5579.01	5113.24	5438.26	5000.22	5648.44	5989.36	5665.05
FBgn0010905	2992.00	8283.19	7810.26	9591.28	9725.81	9337.25	8353.95	8680.47	8707.74	10012.29	11001.47	10154.14
FBgn0085378	715.00	1908.92	1942.90	1914.29	1818.56	1763.57	2025.44	1992.65	1888.17	1953.81	1938.09	2026.23
FBgn0039904	2491.00	6805.96	6711.08	7255.87	7189.95	7046.12	7398.78	7493.39	7588.60	7977.77	8357.53	7949.06
FBgn0033062	2041.00	5561.97	5509.95	5754.53	5625.16	5367.75	5977.90	5931.44	6160.25	6572.10	6593.44	6601.24
FBgn0035338	1142.00	3207.45	2751.46	3213.81	3435.78	3530.65	2980.60	3149.16	2806.83	2907.73	3374.97	2793.56
FBgn0086680	1142.00	3134.34	3012.78	4002.39	3882.46	3652.03	2860.22	2956.41	3104.07	3379.65	3675.91	3627.83
FBgn0024555	2970.00	8295.96	7661.43	8728.04	9113.38	8474.72	7628.13	8019.80	7835.97	8599.89	9219.87	8084.94
FBgn0004611	4344.00	11874.74	11737.06	13689.33	14007.19	13487.66	11997.10	12290.91	12246.70	14129.52	15220.18	14445.39
FBgn0030017	442.00	1194.09	1168.32	1493.17	1325.99	1227.85	1308.41	1331.98	1296.69	1451.62	1521.14	1459.73
FBgn0058470	785.00	2014.52	2177.26	2831.19	3270.97	3134.98	2235.45	2144.20	2135.54	3295.58	3209.72	2888.48
FBgn0040505	3049.00	8195.00	8024.70	10236.38	10747.46	9842.63	8035.85	9103.20	9233.40	9850.87	11730.30	10693.66
FBgn0259139	3439.00	9498.17	9313.72	9678.77	9530.10	9376.94	10090.29	9971.25	10570.98	10929.22	10871.24	10842.53
FBgn0035986	460.00	1205.69	1210.50	1347.35	1273.55	1216.18	1067.64	1265.51	1113.15	1210.62	1476.27	1298.87
FBgn0010772	5155.00	14019.23	14064.32	13738.32	14055.89	14273.16	14393.36	15243.34	16039.00	16606.81	17338.83	17485.73
FBgn0024921	2286.00	6260.55	6237.66	6965.40	7136.57	6687.81	6373.32	6400.69	6683.92	7476.71	7881.49	7661.31
FBgn0020245	1009.00	2773.44	2664.74	3430.79	3478.86	3462.95	2753.89	3081.37	3010.31	3240.65	3782.06	3434.00
FBgn0030049	1640.00	4353.96	4601.78	4989.29	4915.35	4667.46	4418.18	4425.31	4346.89	4547.68	4879.69	4649.94
FBgn0028862	577.00	1473.75	1641.74	2172.09	1914.07	2028.52	1493.82	1406.42	1411.39	1906.73	1796.92	1892.35
FBgn0050361	923.00	2533.23	2438.58	3205.65	2982.54	2905.05	2586.94	2747.71	2873.65	2909.97	3370.59	3343.08
FBgn0052432	3662.00	9919.41	9965.26	13783.82	12337.53	12915.76	10817.86	11926.68	11852.70	12352.82	13966.06	13285.40
FBgn0016696	10028.00	27778.52	27310.71	26483.92	25781.92	25747.48	28554.73	29245.09	31711.94	31247.48	31546.74	32484.64
FBgn0034976	683.00	1905.44	1803.45	2452.06	2271.79	2107.88	2016.65	1990.00	1831.32	2258.71	2291.56	2248.04
FBgn0039149	518.00	1409.93	1410.89	1528.17	1458.97	1606.01	1572.02	1601.83	1782.44	1791.27	1752.05	1676.54
FBgn0019985	1747.00	4815.81	4744.75	6021.67	5995.06	5920.99	5115.88	5718.74	5815.14	6215.64	6741.18	6272.52
FBgn0004168	1083.00	2977.68	2887.39	4029.22	3987.34	3778.09	2975.33	3436.30	3353.43	3672.22	4266.86	3980.53
FBgn0031632	2474.00	6884.87	6572.80	8991.68	8643.29	8687.15	6824.98	7469.46	7107.83	9830.69	11105.43	9329.86
FBgn0085420	334.00	926.03	857.78	1382.35	1365.32	1288.54	881.35	1015.60	935.61	1074.99	1346.05	1182.97
FBgn0030243	2079.00	5638.56	5685.73	6432.29	6152.38	5735.41	5477.03	6096.27	5917.87	6055.35	6944.73	6265.53
FBgn0038223	999.00	2778.08	2729.20	3550.94	3566.88	3419.77	2724.02	2913.87	2756.95	3331.45	3787.53	3506.94
FBgn0028863	2936.00	8114.93	7759.87	9480.46	10273.63	9396.78	7783.66	8744.28	8894.27	9812.76	11895.55	10599.75
FBgn0026313	2096.00	5819.59	5833.38	6348.30	6506.35	6492.89	6183.52	6408.66	6052.53	6610.22	6916.27	6403.41
FBgn0052438	359.00	1013.06	949.18	1269.19	1090.01	1121.64	1214.38	1232.28	1327.61	1398.94	1289.14	1370.80
FBgn0264502	1176.00	3273.59	3214.33	4225.20	4183.05	3893.63	3448.08	3743.37	3615.76	3926.67	4410.22	4065.45
FBgn0031016	973.00	2800.13	2586.23	2919.85	2886.09	2728.81	2640.54	2636.05	2437.77	2766.49	2768.70	2689.65
FBgn0031186	1157.00	3214.41	3223.71	2687.70	2843.02	2777.83	3368.99	3437.63	3320.51	2925.67	3150.62	2978.40
FBgn0004395	1607.00	4329.59	4375.62	4140.05	4066.94	4057.04	4115.90	4672.57	4925.41	4347.03	5247.39	4662.93
FBgn0042630	384.00	1100.09	1023.01	1242.36	1230.48	1217.34	1016.67	1136.57	1153.05	1271.15	1352.61	1335.83
FBgn0002566	1599.00	4565.16	4395.54	4984.62	5067.05	4839.03	4665.10	4732.39	4761.83	5161.95	5414.83	5392.29
FBgn0001323	317.00	937.63	789.81	1017.22	950.48	867.20	811.93	824.18	834.87	838.47	808.72	815.29
FBgn0031993	1916.00	5210.36	5173.64	5137.44	5023.04	4681.47	5725.71	6628.00	5742.32	5100.30	6290.31	5377.31
FBgn0263987	2635.00	7255.05	7314.57	5579.55	5607.37	5275.55	7170.32	6959.00	6163.25	5484.79	6045.17	5477.22
FBgn0005586	6388.00	17767.44	18135.26	24122.85	25304.34	25617.92	19380.95	20511.44	21051.19	24463.52	24794.62	24611.51
